pattern_id,normalized_pattern,example_source,count,sample_seg_ids
pattern_88f3bcfbccf55c97,Differentiate: f(x) = (6x +{n})^{n},Differentiate:  f(x) = (6x +0)^2,16,7b133585bed810cd6ab1f64e8a334bb8935e87bcbb8bd1c2b51014063b3e5d73 | 58c70a052f97f0edc33fa79064324171668f8c26f94971a1b7793d9d4c5ad1e8 | c30b53803d72bb8671db95b6f76be7f590ac067f112c57e32c8f2e89572e17cf | 9426bfe7a5795af0441bcabc941237dc1f8cd5fe083d32d2133b44575139c125 | f1618d116beab99a0fd58c8d39c57f4a577813359f41b7217bf84f241ffaf496
pattern_fc0fff47f5460e10,Evaluate: 2x -{n} when x = {n}.,Evaluate: 2x -1 when x = 0.,16,fd001bd320903664c9d991006086bee43d26865c7dc901301f4956608d9c0cb0 | 655e67d4873da64ecc35eb1b440169573ee580bb3452102936948b67ddc2a7d8 | e55a7e69ce6ef57684801a5ab4c01effd4b2481f9b5cac2234289830d30848fe | 51c4f0cf3ba212b787a2e8878707999e347f30907e158cafb019e7f6ecaeeaf8 | 67b0e1c17dc363a81f8ca5de36180b235484a531b7d09dd1b7fbc6e5f27d0969
pattern_fe4878bcaf670288,Evaluate: 3x +{n} when x = -{n}.,Evaluate: 3x +0 when x = -1.,16,8d5f91ce57c21575ed3b5c65042eb32fa42580eea98e63530685a8fb8040fe2a | 33831b7bbf9f1c693456d5a1cbbf2bc9108d752227a93092e5315d97405df2b1 | 72a1a62b06b7439f197c0aa6b585d217474d432f9dffbf27ce21289547123daa | c1177a72927f0295e2b65b69eea9c698f7cc93f344f2a3c49d46833e6ed01f2d | 71ff8ec207811a85a9742b1287188ba53484b0ab82d0cd2025576eb5ca338767
pattern_e0b97b66a28ef900,A sequence starts at {n} and increases by {n} each time. What is the 20th term?,A sequence starts at 11 and increases by 7 each time. What is the 20th term?,15,354692a6725157b2df2307218b92125c226762274b4025c2531e54c5439e67a6 | 0ef52f0fc5241389ec0950ed7586b2b683af340a446a9a586ae2bdd30f88d501 | bcf4a0d354a3b2866b60d156fc95a3d76d2236b8eddd733af68e747b1d1ed078 | 192159d4f2ef7059849e0adacd1d842edd7e4c2cd5cc836a085912a55c1ff502 | b1995cd323f03f15d2e4313e7952dfb40b4365283509eaf04bbf8523851b4d4e
pattern_d134bd0cda3d0f9a,Differentiate: f(x) = (-3x -{n})^{n},Differentiate:  f(x) = (-3x -1)^2,15,35f7a7de20b673a8d88b78ca16fb1eb4b0b967f2bc6484333d7e2ac229a2ad6a | 2d26f013c9a5904384514146d037f69275642a0c43aeaffc59cb57da7a2fd052 | 8cad98e8240bb19c1fe72ddc874476051e41fb8d126134a0aa4e79416cb327db | ca082df38b59f78540a9994019bf5ab291b1a6f502581658131e806b6d54b979 | faa3f89beef215708866b68180372c676c02bcf81457eacdb8237aa262a2ad5d
pattern_dfa302af12742ebd,Differentiate: f(x) = (-6x +{n})^{n},Differentiate:  f(x) = (-6x +0)^2,15,a84ac92f8e8e019b2c49656bee2a61adecf328f310f369dc347616384f5ae8d9 | 0c2bb98a5de6b94412825150d026a72a04f5f171ca960949c982a6efb37f3cbb | 59b07911ea452ea3f46d35382d7b6d2f49712ba83e6352abf930106193715026 | 229dfb5c0f208760da3662a91f7b75f7d354cb64a32ca80e18de9dbb69148439 | a4307d7712c47abc98fa53e2bc9432ea53befc533cdddf74bd50662b3f6ed1fc
pattern_e7936b9288b2cc52,Differentiate: f(x) = (-6x -{n})^{n},Differentiate:  f(x) = (-6x -1)^2,15,cb7b3e580dbd65c6a8e9309798e6f2e51645c32a0b292b45c09e4e70c18aaa0a | 9c888e2a1df8d4eeda6d8b52920e837cfd8cbd8e0aa6f092b328a45f7bee11ba | e8a1ea45f47a0fa97fedb3f6143d4edc7d8c7ff6675d7c9d921ffd2f77a97cce | 7253e4d1c003b94628a39efaac031d3c0bc397e6f020a7cc5af306bcd664aa77 | 915181631744507ac0617b007df5eeb4123c615f828d2c56ff76aa68645ab69f
pattern_9b6230a8cc301f13,Differentiate: f(x) = (1x +{n})^{n},Differentiate:  f(x) = (1x +0)^2,15,2c568356aa3ee27a71fd8af31195c5597b2655a73c32d2b19178bfeabf70ff38 | 194b8d83a2ce505a6f0225a1b3f0aac1eecac1c6b56d5033b1d73596f24b4a08 | 0008a1aef6a9df913958c461c26c9c26e0b126807928a8b34517f8c61516b30c | 74d4d285726668af8a43ea83af4660565da16c9d0b4d6bd3972347cfe1cf80a2 | 1337f994f9cff49215b0f38e754b799c9c43fb0fe1d0957f1c7252bbbf60c027
pattern_0204fbbed20e156b,Differentiate: f(x) = (2x -{n})^{n},Differentiate:  f(x) = (2x -1)^2,15,6877801207d0ae26b9013eff279674b3d727be9667f5bbc0aab43768e9bc4f81 | d52f62f91067e21eade23e57029b1b8a873620cd5ea3e171d1203e6c68013a9e | 0a0d2f9e929cce42aaef04de643bb37201fcb7cfe07499597ec8dac1f840249e | dc6f38e381b4c7736e85666495a4349eb5a919aca485c9dc13a12319160ff5b2 | ad280c9dde092c85262071da1e0f6172d36508ff45fe0289e88e59f8e4c4ad28
pattern_3d4d16b3cc0ff4a0,Differentiate: f(x) = (4x +{n})^{n},Differentiate:  f(x) = (4x +0)^2,15,492f9725504f1d00b9814f538826f36c09be6ff785dad0afb43cc8d5a91b0f86 | 0b05e159c6a7ec580c9a8b798a602cf3d1829202a8c12370a6f05856bcf00ab8 | bc6eb4c8d7ba1f43c4eec8e23e2a5770e796691e5cc0fc332ad0a45fa9e343ff | c845e7cccf205b67f699e50c8a19e38f436b1e355d20194f32ac6d947ac433bc | 6459da297753e4d997513a736aa48d1ac04b341d4d15a14279c841517af82826
pattern_7ac1ca963ec9cbfc,Differentiate: f(x) = (4x -{n})^{n},Differentiate:  f(x) = (4x -1)^2,15,bb0b563e111b9faaf0b3b3bb2eba8e7a8a1376786a72e5c14b736f49b45ce75b | 393a698969a4b539355bab659f1008b60d1dd559e1eaee1811d6b50ee3e1d44d | d6ab75a3269a0bf415f3fbbdb137d856f5d3b27a188db432e5d0ed14f5523068 | b04ea68f172add79cf98b376feb779bc4c75e22f05f538feec200de6d59abbc2 | 9dbd7ea8c4f7992193cece4647f3517d486f3c9a21ce8634b4e886b126c17108
pattern_5a0eb8390eec255b,Evaluate: 2x +{n} when x = -{n}.,Evaluate: 2x +0 when x = -3.,15,850605aa4ae0bf4674486bdbe9de3b9d1b867608dfe12571a03ad40feabe290b | 2abe0214054bd2ebf644474f4212bff02a472238bfc30b9169d26c5a1a3b03d5 | 2a4a951a19cf34b6ea064842a3eb4a78067e24369a5e81cbbe0ec4cdee29e3f5 | 4e12914bd506df3f362438f403b1eeff98d590f5badbca07a16ca07d57d84f5f | 997aabc2a87456e4b104d2244f374248a685aacb170eb708164a72710c5d6666
pattern_0c36b623e935a96b,Evaluate: 5x +{n} when x = -{n}.,Evaluate: 5x +0 when x = -1.,15,6d93da30e2ea6a669065ab71d9e9db8bbab7428133faa68a8e56222c59b0a2c7 | 606b41469b794cd808b89138375306b62ab0373f4fdbf7ad983218779c691b46 | 3e578759c376c5c934cfdc5b027283adba72f187d72d0ae5aaf4980bc14fb8ee | 6d3684aec7d55c2b5f9d74493261f037cb5724955903f10a9c160e4af82e79f7 | 9ab00dc189003df06908c8846f6183a63ee7cd4c264010772f6ec49c26899331
pattern_0079bf42104bf917,Differentiate: f(x) = (-4x +{n})^{n},Differentiate:  f(x) = (-4x +0)^2,14,e7bb0fecc68952734610399d6a28f293b3765f6215958e7ce84a5132e00d6cc5 | 5f3aa76389e4b4167c18884e9f2e6a9f621379939b1871cd828d7fb1c44514e5 | 95d4dc3e21cc5c4a79a4875ca843ea90d588e1ba5fbc22dc19e1956e163655f9 | f7736bc632b435bcb38752fc9d87821d65e9c2d168a49b4729a44bc377090bb3 | 54cb851fac1079c16cc347f5bed353e3a4bd9223dfc88b06e3d20c3929b68bb7
pattern_c9a6736e6467737c,Evaluate: 1x +{n} when x = -{n}.,Evaluate: 1x +0 when x = -2.,14,83e765e8ac149863fd720a4216d0673c448de0ba50faffec5e67bf9a13ac0ae5 | 1a3685101ce76391fa65c120d33fabd052e9c910de785ad4df937cdfe35c1faa | 87036c4771e13acffb3e491144fb517ee11414de90a28b991a803e57c7597ee9 | 5bbb2aa6d70ff01a16e8da240684e97435c9ed52890f9a5d4b813199180982d0 | 62520f0b2ed5e89321f4676087c5972e9b3bca5d01a83d0e6d6df2416a2dab50
pattern_d87e1c2a0c0665ef,Evaluate: 6x +{n} when x = -{n}.,Evaluate: 6x +0 when x = -5.,14,ebd1d4e961ed9a84ff4a2e950abf87baca5cea9375e4072d6ab81aeaa8e4451c | 666d97f3c2879b6a53110deffb035bd3994a890fd9f1360c55468f856c6865b8 | 61c3673db43299565a65f94a05a572230be930087b73747fd022cb0fdaae1dfa | 86dda70aa03b2d6c36dd6f82b76d861de4332ae5f08d54760e57d08cbd63e7b0 | 66f9400f880162b5af34474d72a086970d6a5428e28a92a8c6e51459c0e95ee8
pattern_c8904ca89b47d24a,Find ∫ -{n}(-4x +{n})^{n} dx (ignore +C).,Find ∫ -4(-4x +0)^1 dx (ignore +C).,14,6e2fd8b48a69922d80eeaff723faee435aea50dc446bbecc2b4e3d551f2252c6 | 591aa9fe8405ecb529c69735469395f0638ee3e5e4292070d42aa09445d451ef | af29cf6736a8d63a6d23725d5b7eebe54c38722e836244e3619ab09ca38ee474 | 0528a4ed14b2650bd2d6ef9c1ef83ba2a12bb55e27badd67964983f01b39e176 | 4572e7a017fd183deeace1ac49c8bb7739d3bc95454a795ca64d52033b149e1d
pattern_68b1dbab1a89096d,Find ∫ -{n}(-5x +{n})^{n} dx (ignore +C).,Find ∫ -5(-5x +0)^1 dx (ignore +C).,14,5b5c20775b91d3a72fea280a3eeff204ba819db0d77665cdf98448602f70a9a3 | a4895b7f003b052e11dcc961fee98f8ca4374fd0ce69704528abc7cc3ddacc6c | a3611c6bdb18d93ed50b72eb4ec508d3eaa54c6deae04132b0aac55d20a0752c | 6d8c04a54051c971714bc20c1f6e0cd5d82658e1076c4d8d9626824836a80ede | cd5d9451474fb21848043ad2186c8b79330776d79ababc656fc7b72e0f90696a
pattern_650bbee5266b2446,Find ∫ {n}(3x +{n})^{n} dx (ignore +C).,Find ∫ 3(3x +0)^1 dx (ignore +C).,14,eec9f3b417912adcf171e56f6660ab006777c68fdcd2d3fa95abb336eb28da18 | d1625d69eef12dede9f321b458d6825c8eabbba0f1d123fe14bd06ae2f877ba2 | 73e6b49ccb338f96f25b881788e356b9845fc819bf29046b0657176e6bd84201 | 654a65634da38d7478f3e79cf2914358857238e154c226e21100ae0b7382299f | 8c9ebe282b010327458f3fd1a6510152fdb48bcd32ee7b58a079eb2713c4743d
pattern_7dceb3c4739628b4,Integrate: (3x + -{n})^{n},Integrate: (3x + -1)^2,14,54449b59c44b12ecdb5b702446f970678e309fd02e093f7e6c7e9cd089907da8 | 9e4db17d483413e1f06bef63b3ca69c97bf783dda84a78143027ad940ca89f41 | da426af68309bada2653de0a3fba0956d59bba074c39f3dfd6a390a25040ccc3 | e86b96daaf9d36c2bddbff485fbb33ef53d823514cceb6451febdc93b92d343f | b49f2136f407280d56f02ca096a4a1d19f4686d972ed663c0056635e972461b1
pattern_2bdb128f055df79f,Solve for x: 11x + {n} = {n},Solve for x: 11x + 1 = 122,14,9ba3356fa77a3c440f368e275cce39ab3b692bb6e2c5b253666da2d382f91ef4 | 6b40870728c0ed1990d0e7b771b1b91e1a9c6b94fa41d6525eae2b138529c604 | 14bc06ab03ac42497229464f119baedc4a2c346528110d114c3b0bde19184435 | 5329e16a2baeafb68a8ab42b019c9a292f3bea69173a074be4a78d58c7855846 | b855d4bcb08d8a93cf255e7b19fda404cc8198cb98e9be60d8d2c7234bbf487e
pattern_e85da2ed5c9af04a,A sequence starts at -{n} and increases by {n} each time. What is the 15th term?,A sequence starts at -10 and increases by 7 each time. What is the 15th term?,13,ad267dd15649463f315979367e6f89e6c7c92d307207eeb9fad83d05bf728528 | 7c31f5e83ff35becf044961d043baa68d186414f2d414565345ae2b2aaba0f06 | b5d4679d46e130f26971e45e7b5614d01a0f7baa5bd2f95e179fb3ac2c62e066 | d4b03f00c33ef70512a8202b34a544cab0e9b423e89f0daa70fee2022cf0fc90 | 381e5c1cd5d5147998eab7b91859b096906f6d9512c5430cbb7e9c5b87675d68
pattern_faf9fcdc93b1aa87,A sequence starts at -{n} and increases by {n} each time. What is the 20th term?,A sequence starts at -1 and increases by 2 each time. What is the 20th term?,13,428c844ad37ed4b11be9b5dad18fb42d373fcabd62e8653ff3b72ca5d36fe8f7 | b30c40ca943129118d735e5d363fc710aceb232bfcfc421b1b804f1cc42eed7d | 42af2cb9bdd379eeb246a37b8beaf3e8faf03020e43e2ba1752517eeede33b94 | 7adc3cfeddc7ea09f49975d78b2f8ad60f8ab0a261b854032cfd0bc23e797221 | a273c7adc3d74b16e80655f162f3bdbc920bbdf79c6bba019670e66c55d4f379
pattern_542c66a956cd7224,A value of {n} is decreased by {n}%. What is the new value?,A value of 101 is decreased by 10%. What is the new value?,13,dd9d225f3d86a0af0cadc865e0948729d96966d484a264ee7ddd07c4b147eaed | 6cae360fb7cdf85d6ee8817352d61b059791255f242d3cf233841b8e02ccfe99 | 6e3bcfddb7f99b918324dd49acc00ce1680d9d20004a5011c0d978b1a9039173 | 4a54f0e37999cbb5de004a7d2baa63e472927094172f6c372a70324753e86a8e | 8d37ff4ffeba725323886dd9f710d642ff7ae1254ae3596ccb39c74d08766a67
pattern_073383d601b45b8f,Differentiate: f(x) = (-1x -{n})^{n},Differentiate:  f(x) = (-1x -1)^2,13,28175909816983f321b00cac50bea8fa17da51bc3c19929e4edd8bc783fbca56 | 2efa5337779d5b5977d377a738c60388e0e450b4c31da1513bb9ff3e8bd00d2d | f1a62176c03f72b853c644a5bc396f7de4fb8525391ff122a524297f51e1510f | 02632e22c46ebc0f6aceedb18f344106557af4e2a74d4e78139694d0823bc9e3 | 4b1983a3b133946704525c41f779f5d796e2de993d5e35d7fd7076e9d0a9d2ef
pattern_42fee2df59531227,Differentiate: f(x) = (-4x -{n})^{n},Differentiate:  f(x) = (-4x -1)^2,13,5ff3d6b7d5faa6c5acfee021fd2c20eec24b950adf6187e9868368bdfcfe916c | 76d27d5216605675f178916a0c7db9f1c61945a7743f7483fc956fec8c5afd68 | 41cd69fb2768572de453e0bf4bc04b618b0c898d227f61bcaf97fabdab1aec64 | 5b831f0f5a099bd149c9271eb0ff160d299141a11dd9b8629aec314665efec31 | 36e4e20a30f3c144dbe01f950a66f39924740b1bcae42353b5ab3f50f5f96507
pattern_60ba847931751468,Differentiate: f(x) = (-5x -{n})^{n},Differentiate:  f(x) = (-5x -1)^2,13,633d9410de2c2f732ed9cdb8580e3f562ecaa9c25fabb15519a6b4a1702849fc | 95634033224a3be69688fe906a62d0689f3efaaa233eed676a79385bf9c1bacf | 6b7519eb802a6fed62379b3f1ac30c829d3a51c0fcdd23211231725cc1a61a9d | 4f370c42c7aa9d0792e11dd47b8c6edae971b8e814cc9f8adf86b669d689f809 | d41254dcb1cf12ea95add7ae26872e64bcfb4b007aa43f357703c84fc126fdb8
pattern_8874aa424c79bb65,Evaluate: 5x -{n} when x = -{n}.,Evaluate: 5x -1 when x = -2.,13,3331d1ed6a8d5421ed4a75e358ecfd4c4d473ff7689954eb026c7b87c43789fc | 2d45e8e525ea8464097f4e76e88bffe1d11122614e3664411590ae9039fa2236 | ddb172fd26754c8c056d4cfe2f5de1e5f78b51578fed2021806037e502ceeff9 | 5b832b1a1d1858718d383600f0431714dedcb96a7e74cd942d6b48e3c81e753a | 4203a85343d416c9f1ad6df2b45fc0f9d285b03e319d15f7cf5ceeffaadb99fb
pattern_3d91a0b0f097539e,Find ∫ -{n}(-2x +{n})^{n} dx (ignore +C).,Find ∫ -2(-2x +0)^1 dx (ignore +C).,13,5532d737829b5990c3131912b1343d00b8b16a6c50d5c582bdadd01ff998d12a | 2041d836ebc416ee9f12910576ebf72dad362574bf46617a2e1d2f123ce586fb | 67e2902ffffa69348b0acaa3973697d23642d4f2913a6d95148ce27bd6feee5f | 511767b62716ffd4aee16de10c12bc486540fd2d4612cf013b568f9d0923bf56 | e59f761a5b2dd50345922b69933062ce18d757e41b5a82eacea53129dabf2930
pattern_819c0ada8dba3246,Find ∫ -{n}(-3x +{n})^{n} dx (ignore +C).,Find ∫ -3(-3x +0)^1 dx (ignore +C).,13,0aded95eac1b154edc233ce1750e3cf7324b385058c430a11cbb644098df421a | 2ac4567c5684e8847d502b2e2355cd83e9f320b1f3e18ec23deeb71290fe2e37 | e4d33e14f81a13db0ecc4dbdf8bd505e0e31ba09fdcb42288271f012aaa8105b | 5e87fe48ecd6329ab765dd2ce47229c8cd8644ce0a3c88c80b267927bc190b87 | ab06a8a598c4b8b8e4939878d662248f452e7c9ed1fe2fba00d01e73528feae0
pattern_3159df1d2faf4b16,Find ∫ -{n}(-6x +{n})^{n} dx (ignore +C).,Find ∫ -6(-6x +0)^1 dx (ignore +C).,13,7fbab1f680446e993f9c0b4793c211a00896cc85296ea94ef90901702a247944 | 4051e0782e8c40a895fbcf15265e1fd24ceb38e9b5746db816af9ab109100a1a | 679bdc2fb0497248155b6c12e6dc598a9704240dc24ed8a430f5cd95a204a101 | 040e011b6463608e34b3eb3a84bfed6a82c6f4726f9e4c351981e2d706fed7c9 | bc2a87e9ed4ea6a39ef8bd4683b3ce31b16ededb1b7234a32a2119c48e2b126d
pattern_ea39906ab6932956,Find ∫ {n}(1x +{n})^{n} dx (ignore +C).,Find ∫ 1(1x +0)^1 dx (ignore +C).,13,f7edecc6af456f5d8c0f91bfcc212ce35322cc44aba34d36055e543ba4244192 | e3d39018b045067bb3ac3d9b55c63d9d0b58df146b30fb1b9979cbfd594bb178 | ddcbd367efb0694d9c43fccb4e5fdd0fc4435909a34abaa78cdebe9002437030 | 29bce50d72dcefc27caaa5b60787d951dfdd64d228c87005841a779228d08e47 | 5360a416788f11e4491caeda68d5efb5a4f89d10aebdb058a688a1e2598edc0b
pattern_bd73cdbe919f7fdc,Find ∫ {n}(4x +{n})^{n} dx (ignore +C).,Find ∫ 4(4x +0)^1 dx (ignore +C).,13,aac5b5195f796fb2fdc7547dd838c5e542c4b1a9d80ecd3a9623560fccefcc66 | 60e915e2e0c35f22ff2488ba103127a176e7e194cd64fe7140a4f10fdd4f98a9 | 3b5c3ab78a01dee00610dc55c6d483d0d28a7a6af88884fe06b0abd4bcd498c5 | a680bc379f34c1c998b9160902f2c1d1b9cbb8db7bb06443aceb95e1a88871a6 | d691ef7e76876faeb8af67c959e8a441d00232269d38b61e6b668ab565c3d711
pattern_bfcb7beadb0b6493,Find ∫ {n}(6x +{n})^{n} dx (ignore +C).,Find ∫ 6(6x +0)^1 dx (ignore +C).,13,cf5e4a39d953818a276a8995f683ec6f1440b763fd0f3f3906c5945de5d62752 | 733a0bd082a1e45aaf787a509471a27faad619a65302c86afb7c88f2bfeb11e8 | e2a6b3b421ab864c1fcefea12a3512fca05f7665e50672d14b0cb58cf99a819b | 6347d1899489b0b420c5c142336e38249811500dce9d4273c5806f210791fb01 | 0c9aaa6d538519250a34c4fdf49fd2d4651728582b0fa85b6fa1fbcf9b4cd7ed
pattern_dfd44e7c08ed3519,Integrate: (4x + -{n})^{n},Integrate: (4x + -1)^3,13,27277f8993e0fbbb86fb56133864018fd173da96430c3a340bd1f939afaf3993 | fa516b1bf505f35926ef24f9370b4829f255b9b80b0cde013f520bed96affd0c | 4396e73298a026362c173c5f7325472ee0e496b12eb3119a23a6a392eb007289 | 7b51340aee234e0f096e33b2a1561ea99cc13628594dd9203793f213e44f21ec | 9d9dbce073cb355dee3c9d5e49bce56f6149442c02c9b6b6855afc2d9ddc17a8
pattern_e7119983712ee1b5,Rearrange the formula to make x the subject: y = -7x + {n},Rearrange the formula to make x the subject: y = -7x + 0,13,559d2c4ffeb804df9908f8a0ec570d5734a00d2ee907bfa515fbfff498e1afac | 621d26cac8137159106eab1eb0ec20742effe5887399dbaf4823644d059c1e59 | 143201993df10346cff190d511fee41a5371663c5b2f2df8cdb89ef3b7a90cb7 | 177c5d808691a5613ad65a55806f099e422bbbbe52d4d342961c52039b6bd26a | 3eafda919a93cb4f8fc00172dcd957f6b3da3021c07c99b3466b09035bc7c9f4
pattern_d0a7796e1d82dba5,Rearrange the formula to make x the subject: y = -8x + {n},Rearrange the formula to make x the subject: y = -8x + 0,13,bda8f4c964fdf8da3e4b983742ecf5519ceea7fd119e082fb5992baddb794388 | 467cace0e3127f222cbe4bed8d82376ad4fb1be3bbf4c1c2596faff9fd22d804 | 12155ca6dc40bef9f677cb1db946b9e51ab8c47010ca58d24f6c6f41d341c089 | 21c387b79c9b5b03696c753b01d10c80108240de435a8b6ac70b7226af941680 | 704ebca6034d5e03ab5be288f8f49c6fb9a941625e35c6871fa4e9e338ae03b3
pattern_39215353b3980aa7,Rearrange the formula to make x the subject: y = 2x + {n},Rearrange the formula to make x the subject: y = 2x + 0,13,7fbedbee7577a5cea35bfa4f36362bbee2b4bfd148556da89d901a9479be0575 | 6ce0a0346cec456b590220a4fa7fdb94e3c03d51a2b8d36dccaa08fa650cb34e | b1e545f89131f954ef3e5908b3ab237ae651532dc700e832b465dd4ba00b3e2c | 07258b151b71f95103f9a5dfddf640a0141b7a878273e64e211ad2693d932b3e | d0f13ab93d67e5d275860cb739a0c0f95b7b199f0993383a9a613e1e4644f95d
pattern_0aee5f575c6aa13e,Rearrange the formula to make x the subject: y = 3x + {n},Rearrange the formula to make x the subject: y = 3x + 0,13,8797ea3eaaa03b21aea3dae0df7620ae2b17fcfa42662c3be229cd2433bd1e77 | cdfd493be83c078f00d37aefd038a44aa554506680805602925aaabb99d706b1 | 95178ad4e051063645e8cb17946b2bc7183cc73f34a350b55ad009098e646da4 | 444c6370c89d55f28f614e8f4e9d11b21d7011fdd96cf4fd7be416ed9c2c6b23 | fa4c394148ef77101297e79e6720a08b684a76f4bf885bbd4cb8b56b2b50bd11
pattern_2b7d93757a18e7c4,Rearrange the formula to make x the subject: y = 4x + {n},Rearrange the formula to make x the subject: y = 4x + 0,13,5c2b5ae5e0a9d4d8711149769fdc1e85531c79ae356604dd216af1ec29eb11ba | b0ef1cd052ae9ae3e0db741b6ae00abd1a7cad075533350b05ae460853949020 | c17d4babbfe1f684a49b288875c6c465bbfbb9cf1f9076f1538c8d5b0c7e5335 | 62ab1baeaaaba8f117b16d0fd2c6bf8b0db8d872162c1d97feeba8aec9ba0d70 | 09191c7c8f4ccb4859942fdaceb5ed803792e3ce65be3eb47dc28725dba28722
pattern_6e23ac83457c2615,Rearrange the formula to make x the subject: y = 5x + {n},Rearrange the formula to make x the subject: y = 5x + 0,13,e2d005df0fd3260222301573f5f53e551bcb7938c319612128dce040735907ad | 3b46635201f2baba0ea02f773786ca2fd3e3901845e47586aa2db14a6d2ebfed | 272d3fe4fdaf15e2ccf3d32368f5da982cc4dbe553926b1cd786ceb40004308c | 98eba4670c69b7ac21923274b091b687c7fcf4a4dbeb8daaef528de6c4535bad | b745dbdf01c20305e846d7c0d5f21e791cf61e808b4caaa6265c022346a0021b
pattern_a4f07828842935a5,Rearrange the formula to make x the subject: y = 6x + {n},Rearrange the formula to make x the subject: y = 6x + 0,13,021e4218131ae247d19b057ee23d515bafd6730317eea07b1e6780db6e6e5c58 | 79787b920f5bb8cd30fbb515823f06d89b76b74c074763b4f5f7507035632ad5 | d1af497a4b9cdcda159157630c6c783f1faca9075466b20f17b825e3c546b7d2 | bae130928001a1924aeecbf71e624b4e01760ac92eccf6652bede3bde9c001f2 | 106779d1a94a4453d8ccda33d2a3d8f399532d7a357b4accb392cdaa6ecf0612
pattern_a6a9774bb0b78608,Rearrange the formula to make x the subject: y = 7x + {n},Rearrange the formula to make x the subject: y = 7x + 0,13,84656cc03751ca5c4c2006667a44c7bfd4311d9eb0ccf8cf79621368287536dd | 04371681dd1cc1f75a2367b20d0e32813ea101f1073802dac1e96e81d6eb8897 | 803f5dde77f6bbfa97f967a8162310a8fafad71c36b6daf397902a517e58f103 | 4f266eb5ec1b37478185bb69b9a0a7fed47c0d1ccebb9f2e1415523b0e7ec8e2 | 7c5f92ee15f221160c8dc4157e7cc7ddd83d682e8c4fb3d2041e02effd7f0c03
pattern_38f987495ce1d7d2,Rearrange the formula to make x the subject: y = 8x + {n},Rearrange the formula to make x the subject: y = 8x + 0,13,bb477895f46002a78582357134e76807892a704b8e10ef928b61301d6e30f57f | 3aacc3e906c66a8b75df9555059e99670b6764efa94212451fff1b5f0260deec | 7a9e10c09c3c4a569f24109a2d51efef00a7f34c1f56760c28cee5775af41a41 | e4a8d9f5178370d63f1c6e883df7eb49f48166a4d13900def516d4c168b10f7e | 7490620bf70b46243d526d530956247eaa025a25decaa75c0542b3f4f33466ef
pattern_a1ca4f6dcc247db7,Solve for x: 12x + {n} = -{n},Solve for x: 12x + 11 = -133,13,d6bad97fc6659853963ea319dc2cc865d4b47f3ace93191473efad712c2accc1 | e97484d3f7815a81a0929de87813b8c1dd1528a69248898add2338c266d5c4a7 | 9847fd7aa7dc0091b84f6cb60482be4868e43f98d7b2625b3ce627fedd3ff985 | e0d8865322c1d0ad7cd0e052c7f92f4db1ec98c56eb45bfdc943392b71a16121 | 623393d1c4a7913e72fa222c1e288ee83c59767e8b64688f62fe62eb641f2537
pattern_241321022822f1e4,A sequence starts at -{n} and increases by {n} each time. What is the 16th term?,A sequence starts at -1 and increases by 9 each time. What is the 16th term?,12,32d469bb1075df45d04fd1a6acc363e37cc41fc765636d103f7615f1207dc6a8 | b460d2de522ed59a58ae4ea80c1d7a1e6d477ff562abf4f5b2175b654e34b0e0 | 2b6f4f378482c7c312f9b9fe6cffc3c26e5844657fff2c4cc941227829fd6079 | 83604ad19f641a2d4c1904ab8440a852fe9715005f27c78bc5e7d9008cc2eb12 | 803237e2126d46519a229dca7b39415563ed236ec77ba82c143a22d8c43b442f
pattern_6af4fcefe7674c69,"A test produces p-value = {n}. At significance level α = {n}, what is the conclusion?","A test produces p-value = 0.01. At significance level α = 0.01, what is the conclusion?",12,1b937f8f4b47f4f02443db0b408915acfeb02175b752a8e5034f01d83e3d65db | bef395cf8ea97a29727c05d374b642ec4ab8cc73d53039e09bbce72415dcccd2 | 9a38bc205927686d3544a1794e36a413d5f01de79b8a8c0ff7289b869067466b | abedae0b4604822a22f360ec06968e6f8bfc1df03b206ed6e77bd97b33e75d6d | fb5cf70f095b2e5aab7878dd0539e1d556447ed0ca0f6bc322987f3a874cb397
pattern_65ca42cc1c413cb9,A value of {n} is increased by {n}%. What is the new value?,A value of 150 is increased by 5%. What is the new value?,12,b8f2c22b711165842375adae42c2d0c0460c461b4a33893d99215614cf9763a5 | 5cf0ded257ddf920e3b7ae3499d98c5905b769fabc69eb83bceb4d2b026e3029 | 4ee8a756fdc56508ce640e754bd719cb26961bbbad49c640de08b1a8b7f64b45 | a23a05e6aa1737a89770f440c6a87ad63b8f8ac93230e43c1abf970e21bdc2a8 | e2d33454ec9deadc6ddb2e6979ecd149282a53366b0524fc62dec0da43440439
pattern_e738d1a30eb2cfa5,Differentiate: f(x) = (-2x -{n})^{n},Differentiate:  f(x) = (-2x -1)^2,12,a7b989e782f6f6c09b17a1734cfc12d828321715bf826fe14611595b6ff4d19a | 96afbba4d3525f6ebfb9320f438dfcf2e8fc946d607121c3d2f024760c54c92b | f1441323ca0a25e6e4fa61b1a6db7054deaca550ed05ffdf16e1fcd876f40521 | 88c0f787a4fc3f2d48d6af67d7afc6897b8b9d3add22c5d926b2bf1a74305199 | b1118666578b21aec9d10b4980b3e3b84d154a997b5de5ee0b4fb180fb6ae47b
